feature,brugada_mean,normal_mean,effect_size,abs_effect,p_value
st_V2_st_convexity_max,0.0024270270270269974,0.004317770034843165,-0.7319275200312202,0.7319275200312202,1.8817628614175545e-07
st_V2_high_takeoff_gt_2mm_max,0.8108108108108109,0.445993031358885,0.7292540838304696,0.7292540838304696,2.2349079178587622e-08
morph_V2_high_takeoff_gt_2mm_max,0.8108108108108109,0.445993031358885,0.7292540838304696,0.7292540838304696,2.2349079178587622e-08
st_V2_st_j40_max,0.28641891891891885,0.17453135888501742,0.7249274561847331,0.7249274561847331,1.1694691924249628e-11
morph_V2_saddleback_score_mean,0.047752674814623294,0.010549612817742271,0.7218395052319317,0.7218395052319317,2.4214641078468947e-13
morph_V1_high_takeoff_gt_1mm_median,0.9121621621621622,0.5679442508710801,0.7209079559341576,0.7209079559341576,3.3861744041113186e-08
st_V1_high_takeoff_gt_1mm_median,0.9121621621621622,0.5679442508710801,0.7209079559341576,0.7209079559341576,3.3861744041113186e-08
st_V1_st_convexity_min,-0.004117567567567535,-0.001943902439024358,-0.7195005209095489,0.7195005209095489,1.702464996184645e-12
st_V1_j_point_amplitude_max,0.2623243243243243,0.17102961672473865,0.7190890057215592,0.7190890057215592,2.603782748827733e-12
st_V1_st_monotonicity_min,0.7100737100737101,0.5210643015521065,0.7183096291896485,0.7183096291896485,6.047353944994884e-09
cl_var_st_j40_v1v3,0.008186419857357302,0.0030025076461478394,0.7168550182546035,0.7168550182546035,6.342587055234673e-07
st_V1_st_convexity_median,-0.0013574324324324176,6.672473867596445e-05,-0.7127279964303037,0.7127279964303037,1.6042440786410773e-07
st_V1_st_j40_min,0.09850675675675676,0.048597560975609744,0.7115328698862594,0.7115328698862594,3.482942230353213e-08
st_V2_st_j20_min,0.20359459459459459,0.08257491289198603,0.7074782898018213,0.7074782898018213,5.296987268177376e-13
st_V1_st_monotonicity_max,0.9668304668304668,0.8280012670256572,0.7039925298036471,0.7039925298036471,2.5941669130268136e-10
morph_V2_high_takeoff_gt_1mm_median,0.9324324324324325,0.6045296167247387,0.702864979290402,0.702864979290402,5.8318272183865085e-08
st_V2_high_takeoff_gt_1mm_median,0.9324324324324325,0.6045296167247387,0.702864979290402,0.702864979290402,5.8318272183865085e-08
morph_V1_saddleback_score_mean,0.06279533415709883,0.022205006833824335,0.7000479428704767,0.7000479428704767,2.0665091596523982e-11
st_V1_st_j60_max,0.15162162162162157,0.10329965156794424,0.695871287263286,0.695871287263286,4.000497824856237e-06
st_V3_st_curvature_sign_mean,0.5479967391732097,0.8579097571085251,-0.6913864125310061,0.6913864125310061,1.7845205836380223e-06
st_V2_st_area_above_baseline_min,2.0751891891891896,1.2494991289198607,0.6861000156703996,0.6861000156703996,5.96202818838107e-07
morph_V1_t_amplitude_mean,0.05603665062856235,0.040090831751450604,0.6834804649625659,0.6834804649625659,7.97855216588398e-06
st_V1_high_takeoff_gt_2mm_min,0.24324324324324326,0.04878048780487805,0.6832322328345657,0.6832322328345657,1.6125932727631421e-07
morph_V1_high_takeoff_gt_2mm_min,0.24324324324324326,0.04878048780487805,0.6832322328345657,0.6832322328345657,1.6125932727631421e-07
st_V2_st_area_above_baseline_median,2.553760135135135,1.6726106271777001,0.6823761667767705,0.6823761667767705,2.391428178264484e-07
st_V1_st_j60_median,0.11024324324324324,0.0712308362369338,0.6763747123605308,0.6763747123605308,6.041140742844148e-07
st_V1_st_area_above_baseline_max,1.7517027027027028,1.2453597560975609,0.6760487619544131,0.6760487619544131,7.525713031111921e-06
st_V2_st_area_above_baseline_mean,2.5412025701163565,1.680811717711998,0.6717393059016732,0.6717393059016732,2.531041497360972e-07
st_V1_st_area_above_baseline_min,1.015233108108108,0.6148815331010453,0.6710789151619956,0.6710789151619956,3.3416897015196483e-06
st_V3_st_curvature_sign_median,0.5878378378378378,0.9233449477351916,-0.6614734379116817,0.6614734379116817,1.0875445892111058e-06
morph_V1_saddleback_score_median,0.05305405405405403,0.015212833914053397,0.6590104059861117,0.6590104059861117,1.3881847068746093e-06
st_V1_st_j60_mean,0.10877419614809317,0.07126645825474874,0.6577622953277814,0.6577622953277814,1.3360724463308003e-06
st_V3_st_convexity_median,0.001218243243243215,0.0030872822299651105,-0.6568867480298451,0.6568867480298451,2.542167294811383e-05
morph_V1_saddleback_score_max,0.13925337837837834,0.06962688734030192,0.6553729873747883,0.6553729873747883,3.4254636809026336e-12
morph_V1_t_amplitude_min,0.034074324324324314,0.02330313588850172,0.647644252861653,0.647644252861653,5.6666031817605175e-06
morph_V3_t_polarity_min,-0.32432432432432434,-0.7874564459930313,0.6428158636556176,0.6428158636556176,1.0333141417897279e-06
st_V2_st_j60_median,0.21039527027027027,0.13676306620209056,0.6322978006359004,0.6322978006359004,1.6018174128982104e-06
st_V2_st_j60_mean,0.2083893560053486,0.135468869337228,0.6304008481348765,0.6304008481348765,1.0413506481276498e-06
st_V2_st_curvature_sign_max,0.7297297297297297,0.9721254355400697,-0.6268606679097886,0.6268606679097886,1.537950970331858e-06
morph_V3_t_polarity_mean,0.06271754654107595,-0.43484199039424976,0.6216348082498461,0.6216348082498461,2.7100305802167664e-05
morph_V1_t_amplitude_median,0.05099999999999998,0.03828658536585364,0.6182099601894594,0.6182099601894594,1.2551325703339582e-05
sq_V6_snr_proxy,3956.973122669287,1882.578412400613,0.6175262843858865,0.6175262843858865,9.577433651157179e-05
morph_V2_t_amplitude_mean,0.06811881397782128,0.046595390286909684,0.6146231339969824,0.6146231339969824,8.506797222269724e-06
morph_V2_t_amplitude_median,0.06241554054054051,0.04377264808362367,0.6133124083206909,0.6133124083206909,5.265502004163172e-06
st_V1_st_j20_min,0.11843243243243243,0.0643588850174216,0.6122927072591352,0.6122927072591352,6.151256461019244e-09
st_V1_s_amplitude_std,0.06858681794079703,0.10790757314765072,-0.6121801457177023,0.6121801457177023,1.163982456117105e-07
st_V1_st_curvature_sign_mean,-0.397210738387209,-0.006124147340800881,-0.6093714116597146,0.6093714116597146,2.7257140088121343e-06
morph_V3_t_polarity_median,0.10810810810810811,-0.4564459930313589,0.6053704786367948,0.6053704786367948,3.1090823421275192e-06
st_V3_st_convexity_mean,0.0012192484210498621,0.0029993032350929907,-0.6049416681257885,0.6049416681257885,5.437325484791466e-05
morph_V2_t_mean_median,0.01880197993580344,0.0022358434048188585,0.5962744810770668,0.5962744810770668,6.1445031607401575e-06
morph_V2_t_amplitude_min,0.042702702702702676,0.028240418118466865,0.5951453175707273,0.5951453175707273,2.181925109822171e-06
st_V3_st_j20_min,0.10681756756756756,0.042501742160278744,0.589259250017602,0.589259250017602,2.3082632614482802e-05
st_V3_st_j40_min,0.1283851351351351,0.06143379790940765,0.5871466169042318,0.5871466169042318,0.00010213882344606919
morph_V2_covedness_score_mean,0.06023492602159877,0.10483775408861816,-0.5831686756895458,0.5831686756895458,3.687374063260322e-08
st_V2_st_j40_min,0.17375675675675678,0.08079268292682926,0.5803049937734719,0.5803049937734719,4.25933385106906e-10
st_V1_high_takeoff_gt_1mm_max,0.9864864864864865,0.7560975609756098,0.5788129993679519,0.5788129993679519,9.051707973934493e-06
morph_V1_high_takeoff_gt_1mm_max,0.9864864864864865,0.7560975609756098,0.5788129993679519,0.5788129993679519,9.051707973934493e-06
sq_aVR_min,-0.6300135135135135,-0.8009268292682927,0.5785900813170971,0.5785900813170971,4.551642491357531e-06
morph_V2_t_polarity_min,0.08108108108108109,-0.4529616724738676,0.5687466975193991,0.5687466975193991,1.3648802158479027e-05
st_V3_st_curvature_sign_min,0.0,0.5121951219512195,-0.56568115885979,0.56568115885979,1.294215193639217e-05
st_V2_st_slope_j0_j40_median,-0.0014739864864864688,-0.00034107142857142827,-0.5633312792444173,0.5633312792444173,5.985842443719879e-11
sq_II_max,0.8129054054054055,1.1034912891986062,-0.5615396213787219,0.5615396213787219,1.7207980540756397e-06
morph_V2_covedness_score_min,0.013379504504504468,0.042943960511033635,-0.5600816561368993,0.5600816561368993,1.9844022570162304e-08
morph_V2_covedness_score_median,0.0562004504504504,0.1015521196283391,-0.556723024340653,0.556723024340653,6.26551923869549e-09
morph_V1_saddleback_score_std,0.03738792943279203,0.02105445789511528,0.5537593732798362,0.5537593732798362,9.978774042218407e-12
st_V2_st_slope_j0_j40_mean,-0.001435809326388346,-0.00037088452359033464,-0.5375565799445533,0.5375565799445533,4.505022096456462e-10
st_V3_st_convexity_max,0.0032878378378377988,0.0048268292682926445,-0.5346584558904851,0.5346584558904851,0.001844660630631172
st_V3_st_j40_mean,0.1613977734010822,0.0994912990770231,0.5333086550755706,0.5333086550755706,0.0008225287518756233
st_V1_st_curvature_sign_max,0.43243243243243246,0.7979094076655052,-0.5313797588012987,0.5313797588012987,2.111176608179501e-05
st_V3_st_j40_median,0.161402027027027,0.0999189895470383,0.52869347195065,0.52869347195065,0.0008877734440471288
morph_V2_t_mean_mean,0.01809879835298253,0.0029595474537776247,0.5234598118135426,0.5234598118135426,3.593345322210645e-05
st_V3_st_j60_min,0.14989189189189184,0.08614111498257837,0.5219347212343218,0.5219347212343218,0.0005762368696872624
st_V2_st_convexity_min,-0.003718918918918897,-0.0001801393728223102,-0.5208032095386829,0.5208032095386829,9.780188252345896e-19
st_V1_r_amplitude_min,-0.5698851351351352,-0.7880156794425087,0.5190021317315952,0.5190021317315952,9.52792430262698e-05
st_V2_high_takeoff_gt_1mm_max,0.9594594594594594,0.7491289198606271,0.5177183257211883,0.5177183257211883,7.184780223671195e-05
morph_V2_high_takeoff_gt_1mm_max,0.9594594594594594,0.7491289198606271,0.5177183257211883,0.5177183257211883,7.184780223671195e-05
sq_III_snr_proxy,1467.053946356041,695.1598076221591,0.510870381251,0.510870381251,0.0013674903154524845
cl_v2v3_st_diff,0.07744594594594593,0.028673344947735182,0.5097911629556956,0.5097911629556956,3.1232754340399e-06
morph_V2_t_polarity_mean,0.5123858167975814,0.10987465775170331,0.5089631567700721,0.5089631567700721,1.7456911176248978e-05
st_V3_st_j20_mean,0.13821077789901315,0.08147251081368745,0.5066356125454242,0.5066356125454242,0.0003291339682267582
st_V3_st_area_above_baseline_min,1.7973614864864864,1.178494773519164,0.5064537457333163,0.5064537457333163,0.000718966106380077
st_V2_st_area_above_baseline_max,3.0123952702702708,2.1750034843205577,0.5043301900489863,0.5043301900489863,1.2389648216288905e-06
morph_V3_t_mean_median,0.0004733627047965262,-0.016147509184042005,0.5008833442446586,0.5008833442446586,2.0024650534999455e-05
morph_V3_saddleback_score_median,0.031769707207207176,0.005700348432055712,0.4974807123680547,0.4974807123680547,0.18443481774714165
st_V3_st_j20_median,0.13814864864864865,0.08217682926829269,0.49491633506880606,0.49491633506880606,0.00041652458349958793
st_V1_st_slope_j0_j40_std,0.000936024393584816,0.0005260596675479309,0.4902501615132169,0.4902501615132169,1.8720903396549888e-07
st_V1_r_amplitude_mean,-0.465271970417191,-0.6596737835392048,0.4886825976000356,0.4886825976000356,0.0001777989166121721
st_V1_st_slope_j20_j80_max,-0.0007963963963963626,-0.000124099883855972,-0.4881622455758535,0.4881622455758535,6.600416779558761e-12
st_V3_j_point_amplitude_min,0.07868243243243242,0.024869337979094075,0.48490652078831514,0.48490652078831514,0.00015378258462340276
st_V1_st_j40_std,0.02765510541106375,0.019045186838051183,0.4831901769659164,0.4831901769659164,0.006277463863331763
st_V1_st_curvature_sign_median,-0.4864864864864865,-0.020905923344947737,-0.4818402390889506,0.4818402390889506,0.00019126164153323945
st_V2_st_j60_max,0.2559256756756757,0.18130662020905922,0.48174106906498054,0.48174106906498054,1.1778652585287634e-06
st_V1_r_amplitude_median,-0.47234459459459455,-0.6663257839721255,0.4805807524749114,0.4805807524749114,0.00023387468088491086
st_V2_st_j80_j0_ratio_mean,0.8092899861949077,1.6091198007155336,-0.4789794135179595,0.4789794135179595,4.324960196004034e-09
sq_aVF_max,0.6538783783783784,0.9029059233449478,-0.4764274611889376,0.4764274611889376,3.8350123733798134e-05
cl_v1v2_st_diff,-0.09241554054054055,-0.04589547038327525,-0.47543659406129835,0.47543659406129835,0.0004001132103352311
morph_V3_high_takeoff_gt_1mm_min,0.43243243243243246,0.2229965156794425,0.4733664337088805,0.4733664337088805,0.0002834543247730418
st_V3_high_takeoff_gt_1mm_min,0.43243243243243246,0.2229965156794425,0.4733664337088805,0.4733664337088805,0.0002834543247730418
morph_V3_t_mean_mean,-0.000535036203319775,-0.016231895641473166,0.47066019824770244,0.47066019824770244,2.643972496524933e-05
st_V2_st_slope_j0_j40_min,-0.0025442567567567176,-0.0013022648083623528,-0.46846484086012813,0.46846484086012813,2.7639636856226228e-09
st_V1_r_amplitude_max,-0.33423648648648646,-0.5102090592334495,0.46736898005020777,0.46736898005020777,0.00023330037828538916
st_V3_st_j60_mean,0.18716264393396742,0.1285398118125032,0.4638246552280868,0.4638246552280868,0.004256710150517494
st_V1_st_j60_std,0.024895740628218654,0.017598715355443006,0.4623282758753588,0.4623282758753588,0.017579154836756154
st_V3_st_j40_max,0.19522297297297295,0.13827351916376304,0.46054566667831276,0.46054566667831276,0.0028041875474438885
st_V1_j_point_amplitude_min,0.1262972972972973,0.07722648083623693,0.46053956411405544,0.46053956411405544,5.665959940699863e-08
st_V3_st_j60_median,0.18707094594594595,0.1288998257839721,0.4594504078048175,0.4594504078048175,0.004568216984447491
sq_V6_max,0.9105270270270271,1.1284250871080141,-0.4592848923271651,0.4592848923271651,0.0004875003928368215
morph_V3_covedness_score_max,0.19117680180180177,0.27076596980255513,-0.4590056372652656,0.4590056372652656,0.0003477124568760818
morph_V1_t_amplitude_max,0.1191554054054054,0.06651045296167246,0.4562364904599067,0.4562364904599067,0.004927840340241322
st_V2_st_j80_j0_ratio_max,1.2231213162674677,2.912051854675976,-0.45171986760182353,0.45171986760182353,9.993781298143758e-13
sq_V2_mean,0.013663367117117093,0.02727090011614399,-0.4516871625128092,0.4516871625128092,0.0016038741763441911
st_V3_st_curvature_sign_std,0.3327157846673364,0.17800784965200492,0.4464780393337534,0.4464780393337534,0.0003667750922027404
st_V1_st_j60_min,0.06672297297297294,0.039550522648083605,0.4457537448243377,0.4457537448243377,0.0016209380681154724
morph_V2_t_peak_value_median,0.019347972972972978,-0.005146341463414632,0.44231680716431815,0.44231680716431815,4.203730904158267e-05
morph_V3_high_takeoff_gt_1mm_mean,0.5255989594224889,0.3274244752405721,0.4397896216690953,0.4397896216690953,0.0006954031874867142
st_V3_high_takeoff_gt_1mm_mean,0.5255989594224889,0.3274244752405721,0.4397896216690953,0.4397896216690953,0.0006954031874867142
st_V2_high_takeoff_gt_1mm_std,0.04001671142165606,0.11661408250029316,-0.4397715913108443,0.4397715913108443,0.000516738528292238
morph_V2_high_takeoff_gt_1mm_std,0.04001671142165606,0.11661408250029316,-0.4397715913108443,0.4397715913108443,0.000516738528292238
st_V2_rs_ratio_mean,1.0232214655784693,-0.44528833196589873,0.4397288478950473,0.4397288478950473,0.003148974907064744
st_V1_s_amplitude_min,-0.6270540540540541,-0.7901358885017422,0.43911927787878396,0.43911927787878396,0.0005276941885892836
st_V3_j_point_amplitude_mean,0.1142835853644677,0.06517336745362554,0.4313185936665284,0.4313185936665284,0.0005155708884892959
morph_V3_saddleback_score_mean,0.03467068232555361,0.009498282756067384,0.42973936731934076,0.42973936731934076,0.0037920664060057696
sq_aVF_snr_proxy,1800.138478847069,976.5091550447065,0.4288737356110806,0.4288737356110806,0.00012757565977806432
st_V1_st_convexity_std,0.001484232954638108,0.001069744081126478,0.428403928887541,0.428403928887541,1.4404964240491253e-06
st_V3_st_j20_max,0.17070945945945945,0.11918118466898954,0.42719404461449456,0.42719404461449456,0.0018109107040579018
sq_I_min,-0.3220945945945946,-0.22436236933797907,-0.424443200508283,0.424443200508283,0.01921766434712281
sq_aVR_mean,-0.028315349099099062,-0.03449857433217186,0.42090322842139505,0.42090322842139505,0.001526654946054714
morph_V2_t_polarity_median,0.5135135135135135,0.10104529616724739,0.420387049425428,0.420387049425428,0.0012258560854323639
st_V3_st_j80_min,0.18224999999999997,0.12478919860627176,0.4188731943200006,0.4188731943200006,0.006112522651570366
st_V3_j_point_amplitude_median,0.11396959459459455,0.06563327526132404,0.41777211019765326,0.41777211019765326,0.0005802498792695141
st_V3_high_takeoff_gt_1mm_median,0.527027027027027,0.32578397212543553,0.41756392187315566,0.41756392187315566,0.0014047906299620085
morph_V3_high_takeoff_gt_1mm_median,0.527027027027027,0.32578397212543553,0.41756392187315566,0.41756392187315566,0.0014047906299620085
st_V2_st_j80_j0_ratio_min,0.39266261370250477,0.8021723946843677,-0.416839691855811,0.416839691855811,9.577433651157179e-05
st_V2_rs_ratio_max,11.872209541577343,0.06717957032601807,0.41630468592682157,0.41630468592682157,0.007745614911895894
morph_V3_covedness_score_mean,0.10470549734354875,0.15300669361373018,-0.4160748614608492,0.4160748614608492,0.0001477244736605582
morph_V3_saddleback_score_min,0.016523648648648616,0.002794425087107982,0.41405502554867096,0.41405502554867096,0.33331460591388673
sq_II_range,1.259972972972973,1.5048466898954702,-0.41308128865574717,0.41308128865574717,0.0001037298255163262
st_V3_st_area_above_baseline_mean,2.120062307220028,1.5742418213315104,0.4123683092725648,0.4123683092725648,0.008008335284233697
morph_V1_high_takeoff_gt_2mm_std,0.14304926795599887,0.07416967032561206,0.4107407893330762,0.4107407893330762,0.0018426149390447532
st_V1_high_takeoff_gt_2mm_std,0.14304926795599887,0.07416967032561206,0.4107407893330762,0.4107407893330762,0.0018426149390447532
st_V3_st_area_above_baseline_median,2.1169239864864866,1.5711032229965158,0.40819305257555233,0.40819305257555233,0.0085892268912062
st_V2_st_j80_j0_ratio_median,0.8454705188047182,1.5182015490594312,-0.40666051995835073,0.40666051995835073,5.625274617602377e-09
st_V3_st_monotonicity_mean,0.20596328022798605,0.1295304047073543,0.4057497601973893,0.4057497601973893,0.03451027053768745
st_V3_st_monotonicity_median,0.20147420147420148,0.1221095977193538,0.4053550644133198,0.4053550644133198,0.02347057823140275
st_V2_st_slope_j0_j40_max,-0.00036013513513512036,0.00041080139372821493,-0.40429079647941624,0.40429079647941624,3.3960576670888653e-08
morph_V2_t_amplitude_max,0.14193243243243242,0.08028919860627175,0.4032086317516038,0.4032086317516038,0.00033945769048449135
cl_max_covedness_v1v3,0.10727759009009005,0.15728077816492447,-0.40200155848535013,0.40200155848535013,5.5984043721637514e-05
st_V2_rs_ratio_std,2.9128828706051455,0.34115049740821696,0.3967645062264726,0.3967645062264726,0.0032787885004959176
st_V2_rs_ratio_median,0.28455500762198205,-0.4085304721119979,0.3963674926879275,0.3963674926879275,0.0019665854872393442
st_V1_rs_ratio_median,-0.8100883250201876,-1.2272909921981499,0.38734103618476334,0.38734103618476334,0.0008299701433139992
sq_II_noise_energy,3.5999079272965225e-05,7.83164150663308e-05,-0.38710389023077624,0.38710389023077624,6.692661415034672e-06
st_V3_st_monotonicity_max,0.3255528255528255,0.23503325942350328,0.3846783509449698,0.3846783509449698,0.021855299022154377
st_V2_st_j60_min,0.149,0.08767421602787456,0.38320723436663784,0.38320723436663784,4.4573695932960135e-06
st_V3_st_j60_max,0.22284459459459455,0.17110975609756096,0.38226318263165393,0.38226318263165393,0.015204542012633389
st_V3_j_point_amplitude_max,0.15015540540540542,0.10434146341463414,0.3816351810862226,0.3816351810862226,0.0021702748097356824
morph_V2_saddleback_score_max,0.1350731981981982,0.04806475029036002,0.3814823045261084,0.3814823045261084,1.9104098684714986e-15
st_V1_st_j20_std,0.03502946223358781,0.024118458711832092,0.37895110351765743,0.37895110351765743,0.0026533593510073925
st_V3_st_area_above_baseline_std,0.1827505906054779,0.23774986323133135,-0.37868229803074566,0.37868229803074566,0.0076313441061731015
sq_aVF_noise_energy,3.3608628295043434e-05,6.878112721946745e-05,-0.3783252459398572,0.3783252459398572,2.7480423718349417e-05
st_V3_st_monotonicity_min,0.11670761670761672,0.061450744377573634,0.37824470458068304,0.37824470458068304,0.002235390078181724
st_V2_r_amplitude_min,-0.5013986486486486,-0.7838641114982579,0.3710252330736889,0.3710252330736889,0.0011610554403772909
sq_V1_min,-0.7270675675675675,-0.8907560975609756,0.3709528055503194,0.3709528055503194,0.00022157434987881647
st_V3_st_curvature_sign_max,0.8918918918918919,0.9860627177700348,-0.3677912826785394,0.3677912826785394,0.004829535931787991
morph_V3_covedness_score_median,0.09779110360360357,0.14360394889663178,-0.3676867123269168,0.3676867123269168,0.0002519912848760841
sq_V5_max,1.2668513513513515,1.4734878048780486,-0.3670673307407774,0.3670673307407774,0.010679154884378365
sq_II_mean,0.034355304054054014,0.04298361788617882,-0.36700569268573935,0.36700569268573935,0.008279010819992508
morph_V1_t_amplitude_std,0.022474160183688304,0.012184791632993295,0.36641900292721874,0.36641900292721874,0.8754089298262457
morph_V3_high_takeoff_gt_1mm_max,0.6216216216216216,0.43902439024390244,0.3650933421390476,0.3650933421390476,0.005116685170210573
st_V3_high_takeoff_gt_1mm_max,0.6216216216216216,0.43902439024390244,0.3650933421390476,0.3650933421390476,0.005116685170210573
sq_aVF_range,1.0378918918918918,1.2569059233449476,-0.3644969098939424,0.3644969098939424,0.0011712706711152771
cl_n_leads_saddleback_v1v3,0.02702702702702703,0.0,0.3636142537441684,0.3636142537441684,0.0053674348121895065
st_V2_r_amplitude_median,-0.24353716216216217,-0.5129886759581882,0.3625814936415853,0.3625814936415853,0.0011946406166108033
morph_V1_saddleback_score_min,0.019118243243243235,0.0028893728222996453,0.3610198238271686,0.3610198238271686,0.006275890599390638
morph_V3_t_peak_value_mean,-0.010684864489643894,-0.0323492254715756,0.3599667464908314,0.3599667464908314,0.0013853852496666335
morph_V3_covedness_score_min,0.043171171171171134,0.07602845528455282,-0.3567349392473277,0.3567349392473277,6.0809348908267804e-05
st_V1_j_point_amplitude_std,0.04171541798907762,0.028076703765751238,0.3564856129026215,0.3564856129026215,0.0065691162139279394
sq_V3_snr_proxy,2623.166015538223,1632.4563832849788,0.35598833959070303,0.35598833959070303,0.00170273163846792
morph_V3_t_peak_value_median,-0.011320945945945944,-0.03336236933797908,0.35501106190123455,0.35501106190123455,0.0023054218974359647
morph_V2_t_peak_value_mean,0.016355131043550145,-0.003129794296844745,0.3546394939519574,0.3546394939519574,0.00021146627405543896
st_V3_st_j80_std,0.022985459573596587,0.02911885802066643,-0.35416575951736573,0.35416575951736573,0.003413459328792825
sq_aVR_max,0.34521621621621623,0.2774355400696864,0.35389084822808115,0.35389084822808115,0.021945331618990333
st_V2_s_amplitude_std,0.0673227274770096,0.10275760810922292,-0.3538018148681226,0.3538018148681226,0.0010654863391111311
sq_V6_range,1.209364864864865,1.4105505226480834,-0.35326813445450633,0.35326813445450633,0.006924619305867497
morph_V2_covedness_score_max,0.14216328828828825,0.18866840882694538,-0.35288926285614325,0.35288926285614325,0.0012210398938850844
st_V3_st_j80_mean,0.22534158376180435,0.17392767926783595,0.3525458614687594,0.3525458614687594,0.02829213888730735
sq_aVL_snr_proxy,1046.8657809574784,540.0662695873918,0.3513534690519328,0.3513534690519328,0.024405761467601695
morph_V3_t_mean_max,0.02158372143886848,0.007340542002234967,0.3511059786317496,0.3511059786317496,6.971106586417494e-05
st_V2_r_amplitude_mean,-0.25038239206970825,-0.5037999793536109,0.35062255523626373,0.35062255523626373,0.0015766183761731902
morph_V3_t_mean_min,-0.027394675928867095,-0.04338109365839687,0.3492305492802841,0.3492305492802841,0.0002982282383217283
st_V3_st_j80_median,0.22507094594594593,0.17410627177700347,0.34777117490309134,0.34777117490309134,0.028336852788780474
morph_V2_saddleback_score_min,0.0106554054054054,0.0014747386759581774,0.34345296460990316,0.34345296460990316,0.2578468672334612
st_V1_st_slope_j20_j80_std,0.0004953022717620083,0.00033830273779378214,0.3430085876741992,0.3430085876741992,0.018616302354640384
st_V2_st_j80_j0_ratio_std,0.2512167468173869,0.6108537200151785,-0.33875276963938683,0.33875276963938683,2.711588978365096e-12
cl_v1v2_slope_consistency,0.8378378378378378,0.686411149825784,0.33585924399073475,0.33585924399073475,0.010015725704514589
st_V3_st_j60_std,0.01973535437359494,0.024278194435182136,-0.33126913042189227,0.33126913042189227,0.02920428637735828
st_V1_st_j80_std,0.023723025396216933,0.018276740598959132,0.3300617562982046,0.3300617562982046,0.06862071556545632
st_V3_s_amplitude_std,0.04553844861023271,0.05878832133183227,-0.3300581601472093,0.3300581601472093,0.00355314733057399
st_V2_st_j40_j0_ratio_std,0.14509487891904677,0.31698077291768956,-0.32936101321975475,0.32936101321975475,1.2958115231337678e-05
sq_II_snr_proxy,1902.60144191481,1254.026282874889,0.329055558687763,0.329055558687763,8.283835700982345e-05
morph_V1_t_inversion_indicator_mean,0.01972426972426972,0.0016371162712626125,0.32853592547522553,0.32853592547522553,0.018064762875921833
sq_III_max,0.5774054054054054,0.7450836236933798,-0.3284301319355393,0.3284301319355393,0.0016561178733284212
sq_I_mean,0.020494572072072035,0.02449316492450635,-0.3266472335595061,0.3266472335595061,0.04581806837988145
sq_V3_mean,0.039761869369369346,0.05207595528455281,-0.32635428539402994,0.32635428539402994,0.009723689161155983
st_V3_high_takeoff_gt_2mm_median,0.22972972972972974,0.11672473867595819,0.3262717089717579,0.3262717089717579,0.013786375127925498
