feature,mean_FN,mean_TP,std_FN,std_TP,mean_difference,cohen_d,abs_cohen_d
st_V1_st_j80_j0_ratio_std,0.3915747223716028,0.34142416411812865,0.6195148204912561,0.5456581495798491,0.05015055825347414,0.08726067073904437,0.08726067073904437
sq_aVL_max,0.26555172413793104,0.2816382978723404,0.19195897302448134,0.18038851988899146,-0.01608657373440936,-0.08702420304993357,0.08702420304993357
st_V3_st_curvature_sign_min,0.1724137931034483,0.2553191489361702,0.9850246108334966,0.9332643489132474,-0.0829053558327219,-0.0869776564265914,0.0869776564265914
sq_II_mean,0.045980632183908,0.04389384751773045,0.021298503642435938,0.025610973991954764,0.002086784666177552,0.08669554176740413,0.08669554176740413
st_V3_rs_ratio_std,0.2722572443585517,0.3255391057779304,0.24086609738070758,0.7574764242550777,-0.053281861419378684,-0.0865919285963624,0.0865919285963624
morph_V2_covedness_score_min,0.03860919540229882,0.03486347517730492,0.03968239029283168,0.04538911886745327,0.0037457202249938995,0.0864696530485818,0.0864696530485818
sq_aVL_min,-0.3986896551724137,-0.43038297872340414,0.486532566401106,0.27713316203137833,0.031693323550990415,0.08552974128586448,0.08552974128586448
st_V3_st_convexity_mean,0.0028031372019911146,0.003005060285897894,0.002060681501397632,0.0025424230950460715,-0.00020192308390677921,-0.08513931841546035,0.08513931841546035
sq_aVF_mean,0.031368735632183876,0.033326258865248204,0.01867811728615593,0.025305860257126236,-0.0019575232330643275,-0.08502265594179385,0.08502265594179385
morph_V2_t_peak_value_mean,-0.006756221100288037,-0.001933237706419652,0.045737213906646736,0.06265183348502389,-0.004822983393868385,-0.084841906252049,0.084841906252049
st_V1_st_convexity_median,-0.00012758620689654483,-0.0002457446808510424,0.0014169288186253644,0.001390003435907023,0.0001181584739544976,0.08438370227461577,0.08438370227461577
st_V2_st_convexity_mean,0.001979365239223206,0.001758258073506866,0.0020551369020421085,0.0029177745927255836,0.0002211071657163403,0.08423369661116359,0.08423369661116359
st_V2_st_j80_mean,0.16322244583791232,0.17530096109582474,0.1656209190525571,0.12992440819665732,-0.012078515257912426,-0.08360441868627787,0.08360441868627787
st_V2_st_j40_mean,0.13890635425539075,0.14946970032909362,0.13249532952493726,0.12279011340170753,-0.010563346073702878,-0.08347177173186764,0.08347177173186764
st_V1_st_j40_std,0.022017647177270158,0.020883322697867263,0.016732181899337895,0.011279934955689703,0.001134324479402895,0.08339127246293544,0.08339127246293544
st_V2_j_point_confidence_min,0.9655172413793104,0.9787234042553191,0.18246560765962697,0.14430489325798443,-0.013206162876008731,-0.08263184894059351,0.08263184894059351
st_V3_st_j20_max,0.13101724137931034,0.12232978723404252,0.11549947624591062,0.10083709616894229,0.008687454145267823,0.08147868400675926,0.08147868400675926
