feature,mean_abs_shap,mean_shap,std_shap,shap_rank
st_V3_st_j40_n_valid,0.02557821318419961,0.0031840074706319804,0.0519925078629577,101
sq_I_snr_proxy,0.025436751802064478,0.006153541163236059,0.04781175413015942,102
morph_V2_high_takeoff_gt_2mm_n_valid,0.02541048960490844,0.00042179146019571804,0.07244146922756248,103
st_V1_s_amplitude_std,0.025004375553471795,0.005470420446031334,0.044992996256492876,104
sq_aVL_std,0.02500000550285923,-0.0003091823907194713,0.047913498899616054,105
sq_V4_rms,0.02499341867689666,0.00138557709953632,0.04334733965285964,106
morph_V3_high_takeoff_gt_2mm_n_valid,0.02447082905278386,0.0021220273785703737,0.042078114351107136,107
st_V1_high_takeoff_gt_1mm_max,0.024365203720684205,-0.0033164713174597448,0.05221654357636055,108
cl_max_st_j40_v1v3,0.023955809845805216,-0.002770029094263234,0.03540867283048287,109
sq_V5_noise_energy,0.02383514209192488,-0.0013339118450782193,0.05614290980711024,110
sq_aVR_noise_energy,0.02382279346171078,-0.0020046503782354423,0.05578774849106651,111
st_V2_st_j60_median,0.02354539391058739,-0.004546183557518992,0.04577264608282471,112
morph_V2_second_hump_amplitude_mean,0.023475735187338077,0.0033602780246203994,0.036103540442163705,113
sq_V6_noise_energy,0.022872956454466502,0.0012629082035427374,0.04088010066591682,114
sq_I_baseline_drift,0.022728769472715484,-0.0006428537206319069,0.029323704633725717,115
morph_V3_t_mean_std,0.02261658960019465,-0.0018464224799933716,0.03447348961987032,116
morph_V1_t_polarity_std,0.022122187260666587,0.0011995352139008869,0.03686716601318808,117
morph_V2_t_mean_min,0.02211919657157387,-0.0043236681398199335,0.04673172706602494,118
sq_aVF_snr_proxy,0.022013634533259576,0.003435900946052837,0.04678857945122835,119
sq_II_range,0.0218855717415426,-0.00030752459694901495,0.04180957292315318,120
st_V2_j_point_confidence_median,0.02185980194030178,0.004173477441431655,0.0426318547179523,121
sq_aVF_std,0.021209879587737936,0.00322657849331777,0.03861746745318916,122
st_V2_st_j20_std,0.020617672343027676,0.0006401943900050251,0.036090585545325966,123
morph_V3_t_mean_mean,0.02023501117217298,-0.000256710257291409,0.034084095408538566,124
sq_I_mean,0.020180620515562513,0.001109198929636781,0.02561269789480813,125
st_V3_st_curvature_sign_max,0.019937419073082756,-0.0005818580522345823,0.03579474930626824,126
st_V1_r_amplitude_std,0.019530926055836763,0.005024620707842109,0.04357237455435305,127
st_V2_j_point_confidence_std,0.019413520526423124,0.0038126442210681937,0.039030643744616296,128
st_V3_j_point_amplitude_mean,0.019250110090625543,0.001944751865859074,0.03686749610467957,129
morph_V1_t_polarity_mean,0.019173922116326816,-0.00017998346014683382,0.03422894611637034,130
st_V2_st_j40_n_valid,0.018993733011227157,0.0004973408372523687,0.03153451626099697,131
st_V3_r_amplitude_n_valid,0.018923337063277448,0.0005028423309305649,0.031901115382142686,132
morph_V1_saddleback_score_std,0.018875363163403724,0.0001925197345289287,0.031033797261281533,133
sq_aVL_noise_energy,0.018757525527767663,0.004326874455334419,0.03323175702425402,134
st_V2_rs_ratio_std,0.018704959450946385,0.000571783621751851,0.03253141781356871,135
morph_V2_saddleback_score_mean,0.018367803158962012,2.487137662271381e-05,0.035660741286535964,136
