feature,native_importance_mean,native_importance_std
sq_III_noise_energy,0.2879484411647343,0.5218091771038671
sq_I_noise_energy,0.2846189481149686,0.3979003840762475
sq_III_max,0.2805972808428046,0.6060673730077968
st_V1_r_amplitude_std,0.28005184250439513,0.5262364069417985
st_V2_st_curvature_sign_std,0.2791771310936712,0.28598973908933745
cl_max_st_j40_v1v3,0.27331131930180586,0.1594641950476338
morph_V3_t_mean_std,0.2731840555493813,0.25224976107002867
st_V2_j_point_confidence_std,0.2721492613495821,0.37330881668878413
st_V2_j_point_amplitude_min,0.26813819614241957,0.2652792331550814
st_V1_st_j20_max,0.26781805023432514,0.2915136530163918
morph_V2_high_takeoff_gt_2mm_max,0.26400125280410913,0.5405016921870844
st_V1_r_amplitude_min,0.2636923787598052,0.5896340840555462
st_V1_s_amplitude_std,0.2634943154629755,0.3119443462519561
morph_V3_second_hump_present_std,0.2627717656831373,0.4953884019371533
st_V2_st_j60_median,0.2601903879687339,0.42975989205305976
st_V1_high_takeoff_gt_1mm_max,0.2546653387107112,0.3820737971346886
sq_III_min,0.25453307932178604,0.30352493304533956
morph_V2_high_takeoff_gt_2mm_min,0.24462390758407052,0.3812342739159402
morph_V2_t_inversion_indicator_max,0.2420289012222149,0.3003375662330627
sq_aVF_noise_energy,0.23865637875128387,0.20980992963905046
morph_V2_high_takeoff_gt_2mm_n_valid,0.23735054333972486,0.5307319494041347
st_V1_r_amplitude_n_valid,0.236806782354981,0.5295160628787352
morph_V2_t_inversion_indicator_min,0.2320571174408152,0.5188954892603148
morph_V1_high_takeoff_gt_1mm_min,0.2302164823446205,0.36229876144763873
morph_V2_saddleback_score_min,0.22821592030125143,0.32046105683316745
sq_aVF_std,0.22347816847292368,0.2650195960701338
morph_V1_high_takeoff_gt_2mm_min,0.22227896676565367,0.2206344210640736
morph_V3_trough_depth_between_humps_std,0.2213701470358068,0.4949986969611876
morph_V2_t_mean_min,0.21783290037137754,0.3025785685368749
st_V3_st_j80_median,0.21685089621744152,0.32987948097493824
st_V2_j_point_confidence_max,0.21493746187563625,0.2583915789633627
sq_aVL_noise_energy,0.21169152514557776,0.23999198256731658
morph_V3_high_takeoff_gt_1mm_median,0.21076634710218775,0.4712878794898076
st_V2_st_slope_j0_j40_max,0.20828540579915505,0.21684462356864154
st_V2_s_amplitude_min,0.20616558465478124,0.24488323547427224
st_V2_st_j20_std,0.20566809841433228,0.3222436091696696
sq_aVL_range,0.20502002820508247,0.3334518933603931
st_V1_j_point_confidence_n_valid,0.20458628993046818,0.3045498310177094
st_V1_j_point_confidence_median,0.20424246445384608,0.4567000344108843
st_V2_high_takeoff_gt_2mm_std,0.20332721543136056,0.30333930439585066
st_V1_st_slope_j0_j40_mean,0.20074203451551065,0.20389750879506158
sq_I_mean,0.19892193102166286,0.2076542504652232
st_V1_j_point_confidence_max,0.19821965546130346,0.2773098485304446
sq_aVL_max,0.196446078951179,0.22168673822114224
st_V3_st_j40_max,0.1960147129672112,0.43830222278479375
morph_V1_trough_depth_between_humps_min,0.19458569377869384,0.26810746539509916
morph_V2_saddleback_score_mean,0.19285085227355467,0.19984128587640462
st_V1_st_slope_j20_j80_std,0.19162950904387183,0.2514717279994905
sq_V4_baseline_drift,0.19099121796046434,0.14151264004920378
sq_II_range,0.19008402989772183,0.30063607248800567
sq_II_snr_proxy,0.18770592406733716,0.3084602876516907
st_V2_st_area_above_baseline_max,0.1849665173301855,0.22738791844922476
morph_V3_t_peak_value_std,0.17305364071106483,0.15985052702203542
st_V3_r_amplitude_n_valid,0.17090054331722665,0.2419049034216467
sq_V2_min,0.16914049613505303,0.37820964710601895
morph_V1_covedness_score_n_valid,0.1687400269701676,0.3773141708304426
st_V3_st_curvature_sign_max,0.1655376942583311,0.2113763192428083
st_V1_st_j40_j0_ratio_n_valid,0.16522488240468783,0.27285267632308596
st_V2_st_j60_min,0.16448303236289524,0.3414278754183763
morph_V1_t_polarity_mean,0.16401655479901883,0.23088521272036902
st_V2_s_amplitude_n_valid,0.1639890989729928,0.36669077287255286
cl_mean_st_j40_v1v3,0.16394573007204122,0.17931992487464266
sq_I_baseline_drift,0.16364411725035075,0.11562131636229543
morph_V3_t_polarity_n_valid,0.1619219160303444,0.2793850616082039
morph_V2_high_takeoff_gt_1mm_median,0.15879592688320382,0.3550784870609301
morph_V3_second_hump_present_mean,0.15877902523032378,0.19271769041923129
st_V3_st_area_above_baseline_median,0.15804846605009723,0.35340711382758505
st_V1_high_takeoff_gt_2mm_mean,0.15731383815340416,0.3084749452861668
morph_V3_t_polarity_std,0.1573003545764584,0.179923070044805
st_V2_st_j20_min,0.15381101603237599,0.2851358436995853
st_V3_st_j20_mean,0.15224420913617392,0.2174639807683995
st_V1_high_takeoff_gt_2mm_median,0.15008471899567172,0.214217963574392
sq_V1_mean,0.14745821087858593,0.2019492080410334
sq_V6_min,0.14706434143963273,0.18862750819056096
st_V3_st_j20_max,0.1469938491768063,0.3286882390336904
st_V2_high_takeoff_gt_1mm_min,0.14691625126124355,0.32851472481957983
st_V3_rs_ratio_max,0.146895262735459,0.32846779304917806
rr_cv,0.14621772469250138,0.13745607643095423
morph_V2_t_mean_std,0.14452016734373477,0.32315691830023613
st_V3_st_j60_std,0.1435828194040117,0.32106094458844603
st_V3_j_point_amplitude_mean,0.1431594462630545,0.20472499396994537
sq_V5_min,0.14262658475117054,0.261328592725237
morph_V1_t_peak_value_median,0.14228305272611258,0.28368413076636545
morph_V1_covedness_score_max,0.14209171850072938,0.2132776076995531
morph_V1_t_mean_median,0.1409649537004612,0.21609800803602866
morph_V1_high_takeoff_gt_2mm_n_valid,0.13627875900583125,0.20162161435840012
st_V2_st_slope_j0_j40_mean,0.13461054892217356,0.2344403980263824
st_V3_st_slope_j20_j80_median,0.13287872677719192,0.20505829144170903
morph_V1_saddleback_score_median,0.13253231103830723,0.20011781230269224
morph_V3_t_peak_value_max,0.13215012545780652,0.15312824710746223
st_V2_rs_ratio_std,0.13012095126074072,0.19542341673292812
st_V3_rs_ratio_mean,0.12982802080067563,0.29030427989456736
st_V2_st_j80_j0_ratio_median,0.12887949977662055,0.28818332240669253
st_V1_st_convexity_mean,0.12797046078923616,0.1753954170949264
st_V2_st_j80_j0_ratio_std,0.12748423992043717,0.21387947566512855
morph_V1_trough_depth_between_humps_std,0.1271335795468793,0.16835286952337827
morph_V1_saddleback_score_std,0.12520173759147096,0.17317132334251822
sq_aVR_range,0.12368862163892427,0.1804041729521006
morph_V2_second_hump_amplitude_min,0.12364650274231821,0.2764819853119377
st_V3_st_monotonicity_max,0.12346211204489577,0.16764823864705433
hr_estimate_bpm,0.12309243541044648,0.27524305309376057
sq_aVR_std,0.12288934160545315,0.09813828176878137
st_V1_st_monotonicity_min,0.12107362163030069,0.27072884824744126
st_V3_rs_ratio_std,0.12073279076238794,0.2699667272579581
sq_V2_std,0.12068970546154793,0.10443129269099771
morph_V3_t_amplitude_max,0.12033511900769786,0.16497286703252997
morph_V2_high_takeoff_gt_2mm_std,0.11873360069027813,0.21765119825360293
st_V1_st_j60_std,0.11769967794038158,0.1614529638202687
sq_V3_noise_energy,0.11749286148567731,0.2191540476053181
st_V2_j_point_confidence_min,0.11743160243085023,0.21985401168665475
sq_V1_snr_proxy,0.11717094978727398,0.23865722170655276
morph_V1_covedness_score_std,0.11671442782614168,0.2609813945742458
st_V2_st_slope_j0_j40_min,0.115048022979793,0.25725520005977504
morph_V2_t_amplitude_max,0.11463784395710448,0.2563380118820991
morph_V2_t_amplitude_n_valid,0.11407935711415655,0.20374035412680097
morph_V2_t_mean_n_valid,0.11259167973728104,0.11395333278844079
sq_II_rms,0.1125842949057236,0.2517461366080812
sq_V1_range,0.11030863090838468,0.18797461589549586
