feature,mean_abs_shap_brugada,mean_abs_shap_normal,mean_shap_brugada,mean_shap_normal,class_differential
st_V2_s_amplitude_mean,0.03513234443273271,0.03037127515134798,0.013990733834614636,-0.0011486732786868466,0.004761069281384728
st_V2_st_monotonicity_mean,0.03506790321948323,0.03191310585374238,0.01372811124712155,-0.0037550429896149743,0.003154797365740848
sq_V2_max,0.03467278615534792,0.0402471193322385,0.004753991971160004,-0.0004271268340652268,-0.005574333176890579
st_V1_st_curvature_sign_mean,0.03459899778514606,0.038405800890875134,0.004173094969193781,-0.002376939608579196,-0.0038068031057290758
morph_V2_saddleback_score_std,0.03406123713651471,0.03367104823316548,0.006511505949984929,-0.0036237218220903137,0.0003901889033492284
morph_V3_high_takeoff_gt_2mm_n_valid,0.033227081448942576,0.022152100195264486,0.01950072212107973,-0.002479996316310145,0.01107498125367809
rr_std_ms,0.03289254797916661,0.03690036776303626,0.008952395675801916,0.0027240916624509622,-0.0040078197838696525
st_V2_st_convexity_std,0.032711726689441625,0.03565034373484888,0.019489129131635332,0.003670315031766989,-0.002938617045407252
st_V2_st_j40_min,0.031974813617202134,0.030916937919696963,0.014673719335911103,-0.0009966959319164862,0.0010578756975051715
morph_V2_saddleback_score_min,0.031660974991054414,0.029748901094209378,0.00011341016194292253,-0.004366463147045383,0.001912073896845036
st_V1_st_j80_mean,0.031154409340264155,0.03442504973005568,0.012404125365306096,0.00974420218276616,-0.003270640389791527
morph_V3_second_hump_present_mean,0.030980277046022027,0.01324598052740118,-0.01590704927515043,0.005895080328059049,0.017734296518620848
sq_aVF_noise_energy,0.029834780300428163,0.03813161876286252,0.007161384945441221,-0.007005312449918595,-0.008296838462434359
morph_V1_high_takeoff_gt_2mm_std,0.02948017298648326,0.03655290345955008,0.009284794831305343,-9.461280326797951e-05,-0.007072730473066825
morph_V3_trough_depth_between_humps_max,0.02822722045226804,0.03390933981798071,0.02241697719945617,-8.127548530673361e-05,-0.005682119365712668
