feature,perm_importance_mean,perm_importance_std_within,perm_importance_fold_std,perm_importance_min,perm_importance_max,perm_stable
sq_V6_snr_proxy,0.00036361497613766506,0.0007640648947276622,0.0007505487764690492,-0.00021929824561409312,0.00164750957854413,False
morph_V2_high_takeoff_gt_2mm_min,0.00036265712173155627,0.0005097383300345427,0.0004283992326978415,0.0,0.0008406432748538251,False
sq_aVF_range,0.000344709954964042,0.0008296315189589125,0.0013684586534223097,-0.0013523391812866104,0.0024521072796935533,False
st_V3_rs_ratio_n_valid,0.00034133225784767145,0.0008314725992694724,0.00028610432504625616,0.0,0.0007407407407406493,False
sq_aVL_range,0.0003362573099415093,0.0002815988345651763,0.0007518942029604307,0.0,0.0016812865497075466,False
morph_V1_trough_depth_between_humps_n_valid,0.00033459366807823287,0.0010853897977751213,0.001931095650156096,-0.0024171539961014656,0.002768031189083823,False
st_V3_st_curvature_sign_n_valid,0.00033370303152517947,0.0005973576185302958,0.0011870860805144453,-0.00045977011494248893,0.002417153996101362,False
sq_V5_range,0.0003219231027761167,0.0007506764638423791,0.0007845996061467447,-0.0004980842911876652,0.0015594541910331605,False
st_V3_st_monotonicity_std,0.0003185622101230301,0.000730254117699727,0.0008315880715099881,-0.000881226053639735,0.0014424951267056822,False
sq_V2_baseline_drift,0.00031365530684952217,0.00041176698930389406,0.0004094667482074664,0.0,0.000986842105263186,False
morph_V2_t_amplitude_min,0.0003113530953821534,0.0012518717823260012,0.0007695159003814707,-0.00023391812865492708,0.001637426900584719,False
st_V2_st_curvature_sign_n_valid,0.0003040935672514385,0.00023733607234689024,0.0005584718777222104,0.0,0.0012865497076022248,False
morph_V1_second_hump_present_mean,0.0002993210996840859,0.0013526956260712093,0.000684754293448663,-0.0005747126436780474,0.0009746588693956911,False
st_V2_st_j40_max,0.0002950191570881292,0.0005190285512314136,0.0003925617862127427,0.0,0.0009195402298851148,False
st_V1_st_j60_max,0.000289961013645225,0.000532035318803504,0.00046235339987705625,0.0,0.0010599415204678184,False
st_V1_s_amplitude_mean,0.00028609598709418893,0.0012169621658119282,0.0007477947115685878,-0.0007675438596491446,0.0011877394636015744,False
st_V3_st_j60_median,0.0002854070041002872,0.0005284507429161309,0.00038542965465658346,0.0,0.0008812260536398867,False
sq_III_range,0.0002836929488472295,0.0007584744405148116,0.0010959488080819317,-0.0009502923976608457,0.0018390804597701964,False
st_V2_st_j80_std,0.0002827182899778302,0.0002024061146984653,0.00040544502922555843,0.0,0.0008771929824561653,False
morph_V1_t_polarity_n_valid,0.00027846676077164517,0.0011460661765838854,0.001551960272809658,-0.0017178362573099903,0.002612085769980403,False
st_V2_r_amplitude_std,0.00027813067150638096,0.00034752176752965886,0.0006007299487251267,0.0,0.0013523391812865473,False
morph_V2_high_takeoff_gt_1mm_mean,0.00027777777777776715,0.00032494313992533446,0.0006211299937499179,0.0,0.0013888888888888358,False
sq_V4_std,0.0002772064260267652,0.0003287069956618321,0.00042174947236229063,0.0,0.000996168582375545,False
sq_III_min,0.000276937554614521,0.0005558839132117224,0.0003290562789398709,0.0,0.000804597701149475,False
st_V2_high_takeoff_gt_1mm_max,0.0002767359010553279,0.0005360970217301444,0.00048221218275365876,-0.00043859649122808265,0.0007017543859649478,False
st_V1_st_j20_min,0.0002686025408348673,0.0004674528153715829,0.00040073641284610757,0.0,0.0009578544061303466,False
