default_auroc,default_auprc,default_f1_positive,default_f1_macro,default_balanced_accuracy,default_sensitivity,default_specificity,default_ppv,default_npv,default_tp,default_fp,default_tn,default_fn,default_brier_score,default_threshold_used,default_sens_at_90spec,default_sens_at_85spec,tuned_auroc,tuned_auprc,tuned_f1_positive,tuned_f1_macro,tuned_balanced_accuracy,tuned_sensitivity,tuned_specificity,tuned_ppv,tuned_npv,tuned_tp,tuned_fp,tuned_tn,tuned_fn,tuned_brier_score,tuned_threshold_used,tuned_sens_at_90spec,tuned_sens_at_85spec,val_fold,n_features,n_train,n_val
0.8862068965517241,0.8479803047194352,0.8,0.8793388429752067,0.8333333333333333,0.6666666666666666,1.0,1.0,0.9206349206349206,10,0,58,5,0.08276378940509947,0.5,0.8,0.8,0.8862068965517241,0.8479803047194352,0.7741935483870968,0.8566619915848528,0.8655172413793104,0.8,0.9310344827586207,0.75,0.9473684210526315,12,4,54,3,0.08276378940509947,0.34455225588161265,0.8,0.8,0,340,290,73
0.9287356321839081,0.7366736726179451,0.6666666666666666,0.7955182072829132,0.7741379310344827,0.6,0.9482758620689655,0.75,0.9016393442622951,9,3,55,6,0.08762983453348219,0.5,0.8,0.9333333333333333,0.9287356321839081,0.7366736726179451,0.8,0.8684684684684685,0.9149425287356322,0.9333333333333333,0.896551724137931,0.7,0.9811320754716981,14,6,52,1,0.08762983453348219,0.29554316709163314,0.8,0.9333333333333333,1,340,290,73
0.8673245614035088,0.7432081067868607,0.5833333333333334,0.7506830601092896,0.7099780701754386,0.4375,0.9824561403508771,0.875,0.8615384615384616,7,1,56,9,0.10953030610459066,0.5,0.6875,0.75,0.8673245614035088,0.7432081067868607,0.6857142857142857,0.7933075933075933,0.8135964912280702,0.75,0.8771929824561403,0.631578947368421,0.9259259259259259,12,7,50,4,0.10953030610459066,0.19581531855018752,0.6875,0.75,2,340,290,73
0.8865497076023392,0.6551833094570453,0.46153846153846156,0.6714471968709257,0.656140350877193,0.4,0.9122807017543859,0.5454545454545454,0.8524590163934426,6,5,52,9,0.12204216880080976,0.5,0.4666666666666667,0.8,0.8865497076023392,0.6551833094570453,0.6382978723404256,0.7315200701908313,0.8508771929824561,1.0,0.7017543859649122,0.46875,1.0,15,17,40,0,0.12204216880080976,0.09429422752489562,0.4666666666666667,0.8,3,340,291,72
0.9415204678362573,0.8601368083465271,0.72,0.8305882352941176,0.7912280701754386,0.6,0.9824561403508771,0.9,0.9032258064516129,9,1,56,6,0.08444130277331423,0.5,0.8,0.8,0.9415204678362573,0.8601368083465271,0.717948717948718,0.8065934065934066,0.8789473684210527,0.9333333333333333,0.8245614035087719,0.5833333333333334,0.9791666666666666,14,10,47,1,0.08444130277331423,0.17985419293326252,0.8,0.8,4,340,291,72
